Generacion,Mejor x1,Mejor x2,Mejor Fitness
187,2.000735974081436,1.00710134800374,-5.162015456215107
188,2.000735974081436,1.00710134800374,-5.162015456215107
189,2.000735974081436,1.00710134800374,-5.162015456215107
190,2.000735974081436,1.00710134800374,-5.162015456215107
191,2.000735974081436,1.00710134800374,-5.162015456215107
192,2.000735974081436,1.00710134800374,-5.162015456215107
193,2.000735974081436,1.00710134800374,-5.162015456215107
194,2.000735974081436,1.00710134800374,-5.162015456215107
195,2.000735974081436,1.00710134800374,-5.162015456215107
196,2.000735974081436,1.00710134800374,-5.162015456215107
197,2.000735974081436,1.00710134800374,-5.162015456215107
198,2.000735974081436,1.00710134800374,-5.162015456215107
199,2.000735974081436,1.00710134800374,-5.162015456215107
200,2.000735974081436,1.00710134800374,-5.162015456215107
